GP,FGA,FG_percent,3P Made,3P_percent,FTM,FT_percent,OREB,AST,STL,BLK,TOV,TARGET
59,3.1,45.4,0.0,0.0,0.4,56.4,0.5,1.2,0.6,0.1,1.3,0
47,2.0,35.8,0.0,0.0,0.5,78.1,0.2,1.5,0.5,0.0,0.6,1
60,3.0,33.0,0.0,0.0,0.9,73.9,0.5,1.3,0.4,0.0,0.6,0
55,2.5,41.2,0.0,0.0,0.7,43.5,0.5,0.3,0.4,0.4,0.6,0
44,3.1,34.8,0.0,50.0,0.4,45.9,0.6,0.3,0.2,0.0,0.6,0
51,2.5,43.4,0.1,41.7,0.5,59.0,0.3,1.0,0.4,0.0,0.7,0
31,2.0,35.5,0.3,29.0,0.6,75.0,0.4,0.3,0.1,0.1,0.2,0
82,15.7,42.9,2.3,36.8,3.3,84.4,0.5,6.5,0.9,0.2,3.0,1
56,12.3,41.0,1.6,38.6,2.2,78.6,0.8,2.4,0.9,0.5,1.6,1
33,4.0,31.8,0.2,16.7,0.3,52.9,0.4,2.5,0.4,0.1,0.7,0
64,10.6,51.6,0.0,0.0,2.6,75.1,2.6,1.0,1.2,1.8,1.4,1
61,13.4,41.2,1.0,31.0,2.6,74.6,0.4,3.0,1.0,0.3,2.0,1
82,7.8,42.8,0.9,35.0,1.2,80.6,1.3,0.9,0.7,0.5,1.2,1
77,7.3,43.8,0.0,0.0,1.6,76.4,2.1,1.2,0.5,0.9,1.2,1
76,7.4,46.1,0.4,27.4,1.0,57.0,1.6,0.7,1.2,0.8,0.9,1
78,7.9,45.8,0.0,22.2,1.8,74.9,1.7,1.5,0.7,0.9,1.3,1
81,7.8,43.9,0.6,35.9,1.8,75.8,0.7,1.2,0.6,0.2,1.3,1
61,6.4,37.2,0.5,32.6,1.0,54.6,0.3,2.1,0.4,0.1,1.2,1
12,4.4,35.8,0.8,32.3,0.7,66.7,0.3,1.3,0.9,0.2,0.6,0
60,5.7,60.8,0.0,50.0,1.0,37.1,2.8,0.5,1.0,1.6,0.9,1
45,5.0,49.3,0.0,20.0,1.0,74.6,2.0,0.8,0.5,0.5,0.6,0
69,4.0,54.5,0.0,42.9,1.0,80.9,1.2,0.5,0.2,0.6,0.7,1
41,4.6,41.8,0.9,37.5,0.8,82.9,1.1,2.9,0.9,0.5,1.1,1
78,4.7,38.4,0.8,32.8,0.6,64.4,0.4,1.2,0.8,0.2,0.6,1
78,6.6,41.7,0.8,38.6,0.9,90.9,0.2,2.8,0.5,0.0,0.9,1
73,6.3,40.7,0.9,33.2,0.4,71.4,0.5,0.7,0.6,0.2,0.7,1
56,6.8,47.9,1.1,42.1,1.1,75.9,0.6,0.5,0.3,0.2,0.9,0
70,4.6,43.0,0.0,0.0,0.8,52.3,1.7,0.7,0.6,0.4,1.3,1
61,4.8,44.6,0.9,38.4,1.0,84.3,0.3,0.9,0.2,0.2,0.7,1
48,3.1,37.1,0.5,31.5,0.2,57.1,0.1,3.0,0.5,0.1,1.2,0
79,3.3,32.7,0.2,20.9,0.6,81.8,0.7,0.7,0.5,0.3,0.7,1
52,2.1,40.7,0.4,39.3,0.2,100.0,0.2,0.8,0.3,0.2,0.4,0
63,5.3,48.2,0.0,0.0,0.9,53.3,1.8,0.5,0.3,0.7,0.8,1
11,3.7,41.5,0.3,20.0,1.5,88.9,0.2,0.8,0.5,0.1,0.2,0
63,3.5,43.6,0.1,25.7,0.5,66.7,0.3,0.3,0.3,0.3,0.5,0
47,3.5,36.8,0.3,37.8,0.4,58.8,0.2,0.7,0.3,0.0,0.6,0
73,4.2,38.2,0.1,13.8,0.7,76.9,0.5,0.8,0.5,0.1,0.8,1
51,3.5,40.0,0.7,38.3,0.5,71.9,0.4,0.9,0.2,0.2,0.6,0
47,2.9,58.2,0.0,0.0,0.4,64.3,1.6,0.2,0.4,0.2,0.4,0
57,3.5,51.3,0.0,0.0,0.5,66.7,1.1,0.9,0.2,0.5,0.7,1
46,2.2,51.5,0.0,0.0,0.5,61.0,1.1,0.1,0.3,0.8,0.4,0
41,2.7,37.5,0.3,28.0,0.5,72.4,0.2,0.6,0.4,0.1,0.5,0
30,5.3,40.0,0.8,32.5,0.7,72.4,1.5,1.5,0.7,0.3,0.7,0
40,3.7,47.6,0.0,0.0,1.1,76.8,1.0,0.3,0.1,0.1,0.5,1
48,2.4,38.1,0.1,17.4,0.2,56.3,0.1,1.3,0.2,0.1,0.7,0
35,2.5,38.4,0.1,25.0,0.6,72.4,0.4,1.2,0.2,0.1,0.8,0
27,3.3,29.5,0.3,22.6,0.6,89.5,0.0,1.0,0.2,0.0,0.6,0
23,3.0,35.3,0.4,30.0,0.6,100.0,0.2,0.2,0.1,0.1,0.3,1
66,11.7,41.5,1.6,38.0,1.6,75.9,0.5,3.8,0.7,0.1,2.6,1
56,11.4,42.8,0.8,31.3,2.0,76.4,1.3,2.3,0.9,0.3,2.1,0
59,9.1,40.1,0.8,30.6,1.5,79.8,0.7,2.8,1.7,0.1,1.9,1
63,8.7,45.2,1.0,33.7,0.7,55.1,1.4,2.1,1.2,0.5,1.3,1
66,11.6,36.6,1.0,30.5,2.5,78.9,0.5,4.4,0.9,0.3,1.8,1
65,8.8,44.8,1.3,37.9,2.4,83.2,0.7,4.1,0.8,0.1,1.6,1
66,10.9,44.3,1.7,41.4,1.2,86.8,0.4,2.0,0.7,0.3,1.6,1
64,6.3,49.3,0.6,37.6,1.1,77.3,1.6,1.1,1.3,0.4,0.7,1
22,3.8,31.3,0.1,11.1,1.0,82.1,0.3,2.1,0.6,0.3,1.3,0
46,6.7,58.6,0.0,0.0,2.4,66.5,3.1,0.8,0.7,1.0,1.2,1
66,4.7,37.2,0.7,34.6,0.5,68.2,0.7,0.7,1.1,0.5,0.6,0
66,7.5,41.2,0.6,26.8,2.1,69.7,1.2,0.6,0.5,0.5,1.2,1
33,6.0,39.9,0.1,8.0,0.7,76.7,0.5,3.2,0.4,0.1,1.5,1
63,6.9,39.9,0.7,34.7,1.2,71.7,1.1,1.0,0.7,0.7,1.1,1
65,6.9,39.3,0.3,27.6,1.0,77.6,0.3,2.0,0.7,0.0,1.6,1
61,7.3,38.6,1.3,36.1,0.7,83.3,0.3,1.8,0.5,0.1,1.1,1
51,5.7,44.7,0.1,15.0,0.7,87.2,0.2,3.3,0.7,0.1,1.2,0
34,4.4,44.6,0.4,31.6,0.7,63.2,0.6,0.6,0.3,0.3,0.6,0
56,4.9,51.3,0.0,33.3,1.3,72.0,1.2,0.6,0.8,0.3,1.2,0
59,6.1,42.9,0.3,33.3,1.8,72.7,1.0,0.9,0.5,0.1,0.9,1
41,4.1,47.3,0.0,0.0,0.3,78.6,1.1,0.8,0.3,0.4,0.5,1
42,3.0,45.2,0.0,0.0,1.2,83.9,1.2,0.3,0.2,0.2,0.6,1
43,3.5,50.7,0.0,0.0,1.0,65.2,1.5,0.3,0.5,0.3,0.5,0
37,4.0,42.3,0.5,33.9,0.4,61.5,1.3,0.3,0.6,0.5,0.5,0
55,2.2,54.5,0.0,0.0,0.5,70.7,0.9,0.5,0.7,1.6,0.6,0
42,5.0,42.1,0.0,0.0,0.7,55.8,1.3,0.4,0.4,0.5,0.9,0
19,3.1,39.0,0.1,20.0,0.7,82.4,0.5,1.6,0.4,0.2,0.9,0
44,4.1,37.2,0.3,28.9,0.5,71.4,0.4,1.4,0.4,0.1,0.9,0
64,3.4,40.0,0.2,28.6,0.7,71.2,0.2,2.0,0.4,0.0,0.8,1
46,4.2,50.8,0.1,33.3,0.5,75.0,1.0,0.5,0.3,0.4,0.4,1
42,4.0,46.7,0.1,26.1,1.0,81.5,0.7,0.5,0.3,0.2,0.7,1
38,4.2,32.5,0.1,20.0,1.1,70.0,0.2,0.9,0.1,0.2,1.0,0
40,4.4,39.1,0.7,37.3,0.3,91.7,0.1,0.5,0.1,0.0,0.5,0
26,4.3,43.2,0.7,36.2,0.1,40.0,0.4,0.8,0.1,0.1,0.6,1
26,2.3,42.4,0.0,0.0,0.2,50.0,0.5,0.2,0.1,0.8,0.3,0
26,2.8,38.9,0.6,37.5,0.1,50.0,0.3,1.0,0.4,0.3,0.6,0
44,3.4,33.3,0.2,26.3,0.4,59.3,0.3,1.3,0.3,0.0,1.1,0
38,3.0,38.1,0.4,37.8,0.2,100.0,0.1,0.9,0.3,0.1,0.6,1
42,1.9,40.5,0.0,18.2,1.0,76.8,0.5,0.3,0.3,0.1,0.3,1
36,3.4,44.6,0.0,0.0,0.2,66.7,0.6,0.2,0.1,0.4,0.4,0
82,16.8,50.6,0.1,29.2,5.4,64.2,3.3,3.8,0.8,0.6,2.7,1
69,14.1,40.9,0.5,29.6,4.4,76.6,0.5,8.3,1.8,0.5,3.8,1
82,7.3,49.7,1.0,39.3,1.4,76.9,1.3,1.9,1.0,0.2,1.3,1
81,12.4,43.0,0.0,16.7,3.4,68.7,2.7,2.5,1.1,0.8,3.3,1
80,6.9,55.1,0.0,0.0,1.8,62.2,3.1,1.3,1.2,0.6,1.0,1
79,8.6,39.7,1.3,35.6,0.8,69.6,0.6,1.9,0.7,0.7,1.2,1
65,5.7,57.6,0.0,0.0,1.1,55.5,2.6,0.6,0.6,1.0,0.7,1
42,11.9,38.4,0.8,25.8,1.7,86.9,0.7,2.8,0.9,0.1,2.0,0
78,6.8,42.5,0.2,31.8,1.3,80.8,0.5,2.0,0.6,0.2,1.0,1
81,6.0,42.4,0.4,27.6,1.2,74.4,0.8,3.6,1.1,0.3,2.4,1
80,7.9,45.1,1.6,41.9,1.1,80.8,0.3,1.2,0.3,0.1,1.0,1
61,6.5,45.3,0.7,29.7,1.3,76.2,0.6,1.1,1.0,0.4,1.1,1
78,5.3,51.7,0.0,0.0,1.3,59.5,2.2,0.5,0.4,0.9,1.0,1
15,4.1,43.5,0.3,44.4,1.5,76.7,0.1,1.9,0.4,0.2,0.7,0
81,5.0,39.4,0.6,31.5,1.1,77.3,0.9,0.7,0.7,0.3,1.3,1
58,3.8,43.7,0.0,0.0,0.7,65.6,1.4,0.7,0.4,1.5,0.8,1
54,5.4,37.4,0.6,37.0,1.3,76.3,0.7,1.6,0.6,0.1,1.2,0
72,4.1,48.5,0.5,47.3,1.0,71.1,0.6,1.1,0.4,0.3,1.0,1
52,5.1,55.8,0.0,0.0,0.6,71.4,1.7,0.8,0.3,0.7,0.6,1
65,3.9,54.9,0.0,0.0,1.0,67.3,1.5,0.5,0.5,0.7,0.6,1
60,4.5,43.3,0.0,0.0,0.5,56.0,1.0,0.3,0.4,1.2,0.6,1
49,4.2,38.3,0.3,24.2,0.4,73.1,0.8,0.6,0.3,0.3,0.3,0
66,2.7,40.6,0.3,36.0,0.4,70.6,0.3,0.4,0.3,0.1,0.2,1
42,3.4,42.4,0.1,37.5,0.8,58.9,0.7,1.6,0.3,0.2,0.6,0
43,2.7,37.4,0.1,30.0,0.3,57.1,0.2,1.8,0.4,0.1,0.8,1
42,3.7,35.7,0.4,28.3,0.8,78.6,0.5,0.7,0.3,0.2,0.5,0
49,2.3,66.1,0.0,0.0,0.5,70.3,0.7,0.5,0.3,0.3,0.4,1
18,0.8,53.3,0.0,0.0,0.1,50.0,0.7,0.2,0.3,0.4,0.4,1
38,2.7,45.5,0.1,41.7,0.3,59.1,0.3,1.2,0.1,0.0,1.0,0
22,2.7,35.6,0.0,10.0,0.4,53.3,0.3,1.1,0.2,0.1,0.8,0
41,1.6,48.5,0.0,0.0,0.4,73.9,0.5,0.2,0.1,0.2,0.5,0
72,16.2,45.8,0.5,25.5,4.8,74.8,0.9,5.8,1.5,0.4,3.0,1
80,14.3,46.2,2.1,43.7,2.2,88.5,0.6,5.9,1.9,0.2,3.0,1
82,14.8,37.1,1.8,37.4,2.7,81.7,0.6,5.7,1.3,0.2,2.4,1
22,3.0,27.7,0.5,26.2,0.3,87.5,0.0,0.5,0.3,0.1,0.4,0
81,11.8,41.7,1.0,35.8,2.8,82.6,0.3,4.4,1.0,0.0,2.9,0
76,10.4,47.7,0.6,40.0,1.9,85.1,0.5,5.7,1.0,0.1,2.7,1
82,7.7,49.4,0.0,0.0,1.4,64.6,2.8,0.9,0.6,1.3,1.4,1
73,12.1,45.1,1.6,37.4,2.0,81.4,1.0,1.6,0.8,0.1,1.0,1
82,6.9,48.3,0.8,38.2,2.0,82.9,0.6,1.5,0.8,0.2,1.1,1
73,7.1,44.2,0.8,39.0,0.9,75.6,0.8,3.8,1.1,0.3,2.1,1
76,7.6,40.3,1.2,37.5,2.6,80.8,0.6,1.8,1.1,0.3,1.4,1
78,8.3,40.1,0.4,31.0,1.3,71.5,0.6,2.9,0.6,0.1,1.6,0
20,3.1,39.3,0.4,29.2,0.6,85.7,0.2,0.7,0.3,0.3,0.7,0
77,6.6,49.8,0.1,25.0,1.9,76.3,0.9,0.7,0.6,0.2,0.8,1
65,6.0,51.5,0.5,41.0,1.6,75.7,0.6,3.1,0.7,0.0,1.3,1
74,7.6,44.1,1.2,36.9,0.9,77.0,0.5,1.2,0.5,0.1,0.7,1
56,7.0,45.8,1.2,38.9,1.0,80.9,0.7,2.0,0.8,0.1,1.0,1
82,6.0,55.6,0.0,0.0,1.1,54.7,2.4,0.8,0.6,0.5,1.4,1
76,5.9,42.4,0.8,39.5,0.8,87.1,0.4,1.0,0.3,0.1,1.0,1
80,6.2,45.1,0.1,19.6,1.7,77.7,1.0,0.7,0.4,0.3,1.2,0
81,4.5,41.8,0.3,31.0,0.6,72.2,0.3,3.3,0.5,0.1,1.1,1
56,6.3,41.0,1.1,34.5,1.1,80.0,0.2,1.9,0.6,0.1,1.1,1
82,14.1,54.2,0.4,34.1,2.7,81.1,2.8,2.0,0.7,1.7,2.2,0
47,4.3,49.3,0.0,0.0,1.0,67.6,1.6,0.4,0.3,0.5,0.6,1
69,4.3,46.4,0.4,30.5,0.7,82.1,0.5,0.5,0.4,0.4,0.7,1
60,3.6,50.2,0.0,0.0,0.9,75.4,0.9,0.6,0.2,0.6,0.5,0
52,2.0,53.4,0.0,0.0,0.7,59.7,2.0,0.4,0.3,0.1,0.4,0
27,3.7,43.6,0.5,35.1,1.3,70.0,0.2,0.8,0.5,0.2,1.0,1
60,4.5,38.8,0.7,31.8,0.5,79.5,0.1,0.7,0.3,0.1,0.4,1
63,3.4,49.5,0.0,0.0,0.5,64.6,0.9,0.2,0.4,0.3,0.2,1
71,3.1,39.6,0.0,0.0,0.5,62.3,0.7,0.5,0.4,0.1,0.3,1
39,1.7,66.2,0.0,0.0,0.5,90.0,0.6,0.0,0.2,0.4,0.3,1
71,3.2,39.6,0.1,21.9,0.6,83.7,0.1,1.7,0.5,0.1,0.7,1
57,2.6,46.3,0.0,28.6,0.8,66.7,0.5,0.3,0.4,0.2,0.3,0
44,3.0,35.4,0.3,35.7,0.6,71.1,0.3,0.4,0.2,0.2,0.4,0
43,2.4,35.6,0.1,21.1,0.8,74.5,0.3,0.3,0.2,0.2,0.3,1
43,2.4,35.6,0.1,21.1,0.8,74.5,0.3,0.3,0.2,0.2,0.3,1
51,3.0,37.1,0.0,40.0,0.5,72.2,0.4,0.4,0.1,0.3,0.5,1
12,1.7,30.0,0.1,16.7,0.6,58.3,0.2,1.2,0.3,0.2,0.9,0
18,2.4,37.2,0.5,32.1,0.2,60.0,0.3,0.0,0.1,0.1,0.3,0
53,14.7,50.8,0.0,16.7,2.5,68.6,2.3,1.2,0.4,1.1,2.3,0
25,2.1,39.6,0.2,31.3,0.4,84.6,0.3,0.5,0.3,0.1,0.6,0
82,15.6,43.8,1.8,38.4,3.0,87.9,0.7,3.2,1.1,0.2,2.8,1
81,14.9,47.5,0.2,22.2,2.4,78.8,1.2,6.3,0.8,0.2,2.5,1
78,11.6,45.6,1.7,38.9,3.8,85.4,0.6,2.8,1.0,0.5,2.1,1
82,13.4,39.8,0.4,27.1,4.3,81.5,2.2,5.3,1.3,0.2,3.3,1
82,8.1,42.0,1.4,36.7,1.8,76.7,0.5,4.9,1.9,0.1,2.0,1
82,10.3,53.1,0.0,0.0,2.1,79.3,2.7,1.0,0.5,1.8,1.8,1
82,8.7,49.7,0.0,0.0,2.4,69.2,2.9,1.1,0.6,0.7,1.8,1
72,8.6,43.0,1.5,43.9,2.9,89.3,0.2,3.5,0.6,0.0,1.6,1
78,5.9,42.2,0.4,27.6,1.0,68.4,1.0,1.5,0.9,0.3,1.2,0
81,8.5,45.9,0.0,10.5,3.3,78.9,3.4,1.0,0.4,0.6,1.5,1
77,7.0,45.0,1.1,40.4,1.0,83.0,0.2,1.2,1.0,0.2,0.9,1
81,11.8,47.2,0.4,40.7,2.3,77.2,1.4,1.0,0.5,0.5,1.5,1
75,7.7,42.3,1.0,37.3,0.6,69.7,0.5,0.9,0.5,0.5,1.0,1
67,8.0,47.8,1.3,46.7,1.2,87.0,1.2,1.2,0.5,0.2,0.8,1
61,5.8,56.4,0.0,0.0,2.4,63.7,2.8,0.5,0.4,1.1,1.4,0
56,4.4,45.9,0.6,34.4,0.7,70.7,0.6,1.8,0.8,0.5,1.2,0
66,6.2,39.3,1.0,36.5,1.5,84.5,1.6,0.8,0.7,0.3,0.9,1
76,5.7,43.8,0.0,0.0,0.5,66.7,1.4,0.6,0.7,0.7,0.6,1
77,4.8,40.3,0.3,32.9,1.5,78.1,0.4,1.8,0.6,0.3,1.0,1
79,6.4,50.2,0.0,25.0,1.3,77.3,1.6,0.4,0.3,0.7,0.6,1
75,5.2,49.4,0.0,0.0,1.4,66.0,1.6,0.3,0.4,1.0,0.8,1
51,5.2,41.2,0.3,32.5,1.1,69.1,0.4,2.1,0.7,0.0,1.4,0
53,2.8,63.3,0.0,0.0,0.8,38.5,1.4,0.2,0.2,1.1,0.8,1
70,6.0,47.1,0.0,0.0,1.4,66.7,1.6,0.7,0.3,1.1,0.8,1
68,5.3,39.2,0.7,34.6,0.5,79.1,0.2,1.7,0.3,0.0,0.9,0
80,12.0,41.0,1.6,35.1,1.8,73.7,0.6,3.3,1.2,0.2,2.5,0
44,4.0,46.0,0.1,25.0,1.2,82.3,0.3,1.2,0.3,0.2,0.7,1
53,3.6,36.5,0.1,25.9,1.6,80.6,0.2,1.5,0.3,0.0,1.1,1
59,4.2,41.6,0.3,34.8,1.0,69.9,0.7,0.7,0.3,0.5,0.9,1
60,2.6,40.6,0.4,39.4,0.3,64.0,0.2,2.0,0.5,0.0,1.1,1
48,3.9,50.8,0.0,0.0,0.8,70.6,1.0,0.4,0.3,0.7,0.5,1
40,3.3,38.9,0.4,39.5,1.0,80.0,0.8,0.5,0.3,0.5,0.4,0
19,3.4,29.2,0.5,22.0,0.3,50.0,0.6,0.9,0.3,0.1,0.4,1
76,11.4,42.3,1.3,34.3,2.8,84.0,0.4,2.6,0.6,0.3,2.1,0
60,2.3,51.8,0.0,0.0,0.8,69.1,0.9,0.1,0.2,0.7,0.5,1
51,1.7,43.0,0.0,0.0,0.5,68.6,0.6,0.2,0.2,0.1,0.3,0
37,2.3,36.5,0.3,40.0,0.5,85.7,0.3,0.8,0.3,0.0,0.6,0
80,17.1,43.0,0.7,28.8,4.9,87.3,0.9,2.4,1.0,0.9,2.9,1
80,9.4,42.7,0.3,27.6,2.2,74.4,1.3,1.5,0.6,0.6,2.0,1
78,7.4,48.5,0.5,32.8,0.8,74.1,1.2,1.2,1.0,1.4,0.7,1
79,11.0,42.9,0.5,33.1,2.7,74.3,1.2,1.2,0.6,0.5,1.6,0
53,8.3,42.8,0.6,33.0,1.7,73.2,0.4,4.2,0.8,0.0,1.7,1
73,8.2,37.5,0.9,30.7,1.1,78.4,0.8,1.6,0.8,0.2,1.6,0
59,8.7,38.1,1.3,33.2,0.8,82.5,0.3,1.3,0.4,0.1,1.1,1
79,6.2,37.4,0.1,19.4,1.1,80.0,1.0,1.4,1.0,0.3,1.1,1
74,6.6,53.9,0.1,31.6,1.0,73.8,1.6,0.8,1.0,0.1,0.9,1
74,5.0,48.2,0.0,0.0,1.8,69.1,2.4,1.1,0.9,0.9,1.2,1
35,6.9,43.8,0.3,30.0,1.0,63.0,1.1,0.9,0.4,0.5,0.8,1
57,6.7,40.1,0.1,18.8,2.2,81.4,0.6,2.8,0.9,0.1,1.4,1
73,4.8,46.8,0.1,22.0,1.2,73.7,1.7,1.1,0.8,0.1,0.7,1
73,4.2,53.8,0.0,0.0,1.1,60.9,1.6,0.4,0.4,1.4,1.0,0
60,8.8,49.8,0.1,21.4,1.5,72.7,1.1,0.7,0.4,1.4,1.1,0
42,5.2,61.6,0.0,0.0,1.7,66.1,2.3,0.5,0.4,0.2,0.6,1
56,4.2,40.1,0.1,20.6,0.7,79.2,0.2,2.0,0.5,0.0,1.0,0
75,6.4,43.9,0.5,40.0,1.3,81.5,0.3,0.8,0.5,0.1,1.3,1
76,4.1,45.5,0.1,28.6,0.7,65.9,1.0,0.3,0.3,0.7,0.6,1
69,3.2,48.4,0.0,0.0,1.4,66.0,1.4,0.4,0.5,0.3,0.9,1
50,4.7,42.1,0.2,27.0,1.4,69.2,0.5,1.0,0.4,0.0,1.1,0
71,4.5,45.9,0.1,19.0,0.5,65.5,1.0,0.6,0.2,0.6,0.8,1
75,3.2,41.1,0.1,20.8,0.9,78.2,0.5,0.7,0.4,0.1,0.5,1
51,4.4,41.3,0.7,33.0,0.8,85.7,0.3,1.7,0.3,0.1,0.9,1
32,3.2,42.6,0.3,34.6,0.7,79.3,0.4,1.1,0.5,0.0,0.6,1
57,3.0,53.3,0.2,41.7,0.6,63.5,0.6,0.7,0.5,0.2,0.6,0
52,1.7,47.1,0.0,0.0,0.3,59.3,1.0,0.3,0.2,0.2,0.5,0
26,3.2,56.1,0.0,0.0,0.6,68.2,1.3,0.4,0.3,0.4,0.5,0
61,3.3,50.5,0.0,0.0,0.9,56.6,1.1,0.7,0.3,0.3,0.9,1
70,1.5,37.9,0.0,16.7,0.2,43.8,0.8,0.6,0.3,0.4,0.6,1
38,2.9,55.4,0.0,0.0,0.7,67.5,1.0,0.2,0.2,0.6,0.3,1
38,3.3,40.8,0.0,0.0,0.5,64.3,0.6,0.3,0.2,0.4,0.5,0
64,0.8,42.9,0.0,0.0,0.3,65.4,0.4,0.2,0.2,0.1,0.1,0
14,1.6,26.1,0.2,23.1,0.0,0.0,0.0,0.1,0.0,0.2,0.3,0
66,5.1,56.3,0.0,0.0,1.2,64.8,2.0,0.6,0.7,1.0,0.7,0
57,13.4,45.6,1.0,37.7,3.5,83.8,1.0,4.0,1.2,0.2,2.0,1
78,12.1,37.6,1.1,33.7,1.5,71.0,0.7,2.1,0.4,0.1,1.7,0
78,9.7,42.2,0.7,36.4,1.9,72.7,1.2,1.3,0.9,0.9,1.8,1
78,5.8,41.8,0.1,20.7,1.5,64.7,0.9,3.8,1.6,0.1,1.8,1
82,8.4,43.4,0.8,36.8,2.0,85.4,0.6,2.8,0.7,0.3,1.9,1
63,7.6,50.3,0.0,0.0,1.3,72.2,2.3,0.4,0.3,1.2,0.7,1
48,6.3,45.7,0.3,28.3,1.6,79.6,0.6,0.9,1.1,0.0,1.0,0
52,5.2,45.2,1.0,46.1,0.8,66.7,0.4,1.4,0.7,0.5,0.7,0
82,5.6,53.1,0.0,0.0,1.4,62.4,1.8,0.6,0.6,0.2,0.9,1
81,4.5,45.5,0.0,50.0,1.4,76.4,1.6,0.5,0.6,0.5,1.2,1
82,4.9,52.5,0.0,33.3,1.7,67.3,2.2,0.8,0.8,0.9,1.1,1
67,5.9,46.4,0.4,34.7,0.8,60.9,0.6,0.4,0.6,0.3,0.6,1
79,6.7,39.5,0.6,28.2,0.9,84.7,0.4,3.3,0.4,0.0,1.8,0
79,6.7,39.5,0.6,28.2,0.9,84.7,0.4,3.3,0.4,0.0,1.8,0
60,3.9,42.4,0.9,41.9,0.5,71.8,0.5,1.2,0.4,0.1,0.7,1
68,4.0,50.5,0.1,18.5,0.8,56.7,1.4,0.6,0.8,0.7,0.7,1
29,4.8,45.7,0.1,28.6,1.3,71.2,1.3,1.5,1.3,0.6,0.9,0
72,4.1,42.2,0.6,32.8,0.4,71.1,0.3,1.9,0.6,0.1,1.0,1
47,5.5,38.6,1.0,41.4,0.9,76.4,0.4,0.9,0.4,0.1,0.9,0
52,4.4,38.2,0.3,27.7,0.9,58.5,0.5,1.6,0.6,0.1,1.1,0
42,4.6,41.0,0.9,38.8,1.3,90.0,0.2,0.9,0.3,0.0,0.5,1
72,3.9,47.5,0.0,0.0,1.5,60.6,1.2,0.6,0.6,1.1,1.3,1
59,2.9,53.8,0.0,0.0,1.3,66.1,0.8,0.3,0.4,0.6,0.8,0
43,3.1,41.7,0.0,0.0,0.4,48.5,1.0,0.3,0.2,0.5,0.5,0
81,6.5,41.0,0.8,33.7,1.3,73.0,0.9,1.2,0.5,0.5,0.7,0
46,3.5,46.9,0.4,36.5,0.2,55.0,0.7,0.5,0.1,0.2,0.5,1
56,3.4,52.8,0.0,0.0,1.0,67.5,0.7,0.4,0.7,0.1,0.4,1
68,2.6,36.7,0.3,32.1,0.5,86.0,0.6,1.0,0.4,0.1,0.6,0
58,2.2,50.8,0.0,0.0,1.0,78.7,0.8,0.2,0.2,0.7,0.4,1
63,2.8,44.6,0.0,0.0,1.7,73.6,1.5,0.2,0.2,0.3,0.8,1
56,2.2,54.4,0.0,0.0,0.7,59.7,1.0,0.2,0.2,0.5,0.6,1
61,2.8,57.9,0.0,0.0,0.9,54.4,1.0,0.2,0.2,0.3,0.5,0
41,3.4,43.3,0.4,34.6,0.7,84.4,0.0,1.3,0.4,0.0,0.4,0
42,3.1,36.6,0.5,35.1,0.6,67.6,0.1,1.5,0.4,0.0,0.5,1
29,4.3,31.0,0.7,28.6,0.6,85.0,0.3,0.7,0.5,0.2,0.5,0
42,3.0,38.1,0.3,24.0,0.3,73.3,0.3,0.4,0.4,0.1,0.4,0
61,2.2,55.6,0.0,0.0,0.4,66.7,0.6,0.2,0.3,0.1,0.4,0
44,2.1,46.2,0.0,11.1,0.5,56.1,0.5,0.4,0.3,0.0,0.4,1
44,2.1,46.2,0.0,11.1,0.5,56.1,0.5,0.4,0.3,0.0,0.4,0
38,1.9,56.8,0.0,0.0,0.2,60.0,0.7,0.1,0.2,0.1,0.8,0
35,1.4,36.0,0.4,33.3,0.1,100.0,0.1,0.2,0.1,0.0,0.1,1
78,12.1,43.0,0.6,28.2,5.1,84.7,0.8,7.8,2.2,0.1,2.4,1
80,11.0,39.1,1.2,35.8,2.0,72.5,1.0,5.6,1.3,0.1,2.3,1
81,11.6,46.3,0.9,32.7,1.4,70.6,2.2,1.1,0.7,0.8,1.2,1
80,7.9,40.3,1.4,36.1,1.1,69.9,0.4,2.7,1.1,0.1,1.5,1
80,10.1,42.1,1.1,41.6,1.2,70.4,0.4,4.5,0.8,0.2,1.8,1
63,4.8,52.7,0.0,10.0,0.5,68.1,1.6,0.7,0.9,0.4,0.7,0
79,6.7,44.3,0.2,24.5,2.4,74.7,1.5,0.8,0.6,0.3,1.1,1
65,9.8,47.7,0.0,33.3,2.9,82.5,2.1,0.8,0.5,0.7,1.5,1
78,6.1,46.2,0.4,32.3,1.5,77.7,1.7,1.2,0.7,0.8,1.0,1
61,5.8,48.7,0.0,33.3,1.8,75.2,1.7,1.0,0.6,0.1,0.9,1
72,7.8,40.7,0.8,39.7,2.1,75.2,0.8,2.0,0.8,0.0,1.6,1
61,8.1,41.5,1.3,38.0,1.6,90.0,0.2,1.2,0.4,0.1,1.3,0
79,5.4,44.2,0.3,26.3,1.6,80.0,0.2,2.8,0.5,0.0,1.3,1
81,5.7,47.0,0.4,34.8,0.3,63.4,0.5,4.5,1.2,0.1,1.7,0
80,5.2,47.8,0.4,33.3,1.4,81.2,0.7,0.8,0.5,0.2,1.1,1
49,6.5,41.5,0.6,34.1,0.9,71.2,0.4,1.6,0.7,0.2,1.2,1
