,Name,GP,FGA,FG_percent,3P Made,3P_percent,FTM,FT_percent,OREB,AST,STL,BLK,TOV,TARGET
478,Rory White,65,3.6,54.3,0.0,0.0,1.1,64.2,0.7,0.5,0.3,0.0,0.8,1
479,Andre Roberson,40,1.7,48.5,0.1,15.4,0.2,70.0,0.9,0.4,0.5,0.3,0.5,0
480,Linton Townes,55,4.3,44.9,0.2,36.0,0.5,73.7,0.5,0.6,0.3,0.1,0.6,0
481,Eddie Phillips,48,2.9,40.6,0.0,0.0,0.8,67.8,0.6,0.6,0.3,0.2,1.0,0
482,Jim Johnstone,23,1.3,36.7,0.0,0.0,0.4,45.0,0.7,0.5,0.1,0.3,0.7,0
483,Jose Slaughter,63,3.8,37.4,0.1,22.0,0.6,64.4,0.5,0.8,0.6,0.1,0.7,0
484,Rickey Williams,44,3.1,41.5,0.0,0.0,0.8,66.0,0.3,0.8,0.5,0.1,0.9,0
485,Chris Engler,54,1.7,40.4,0.0,0.0,0.1,31.3,0.8,0.2,0.1,0.3,0.4,1
486,Ricky Pierce,39,2.3,37.5,0.0,14.3,0.5,56.3,0.4,0.4,0.2,0.1,0.5,1
487,Mark McNamara,36,1.8,45.3,0.0,0.0,0.6,44.4,0.9,0.2,0.1,0.1,1.0,1
488,Scott Hastings,31,1.2,34.2,0.0,0.0,0.4,55.0,0.5,0.1,0.2,0.0,0.3,1
489,Oliver Robinson,35,2.8,36.1,0.0,9.1,0.9,66.7,0.2,0.6,0.1,0.1,0.4,0
490,Kelly Tripucka,82,15.6,49.6,0.1,22.7,6.0,79.7,2.7,3.3,1.1,0.2,3.4,1
491,Buck Williams,82,10.7,58.2,0.0,0.0,3.0,62.4,4.2,1.3,1.0,1.0,2.9,1
492,Isiah Thomas*,72,14.8,42.4,0.2,28.8,4.2,70.4,0.8,7.8,2.1,0.2,4.2,1
493,Tom Chambers,81,13.0,52.5,0.0,0.0,3.5,62.0,2.6,1.8,0.7,0.6,2.7,1
494,Jay Vincent,81,17.9,49.7,0.0,25.0,3.6,71.6,2.2,2.2,1.1,0.3,2.4,1
495,Mark Aguirre,51,16.1,46.5,0.5,35.2,3.3,68.0,1.7,3.2,0.7,0.4,2.6,1
496,Herb Williams,82,10.4,47.7,0.0,28.6,1.5,67.0,2.1,1.7,0.7,2.2,1.7,1
497,Jeff Ruland,82,9.1,56.1,0.0,33.3,4.2,75.2,3.1,1.6,0.5,0.7,2.9,1
498,Frank Johnson,79,10.3,41.4,0.2,21.5,1.9,75.0,0.4,4.8,1.0,0.1,2.0,1
499,Elston Turner,80,8.0,44.1,0.0,0.0,1.2,70.3,1.8,2.4,0.9,0.0,1.4,1
500,Steve Johnson,78,8.3,61.3,0.0,0.0,2.7,64.2,1.9,1.2,0.5,1.1,2.5,1
501,Albert King,76,10.7,48.2,0.0,23.1,1.8,77.8,1.4,1.9,0.8,0.5,2.4,1
502,Gene Banks,80,8.2,47.7,0.0,0.0,1.8,68.4,2.0,1.8,0.7,0.2,1.3,1
503,Eddie Johnson,74,8.7,45.9,0.0,9.1,1.3,66.4,1.7,1.5,0.7,0.2,1.3,1
504,Eddie Johnson,74,8.7,45.9,0.0,9.1,1.3,66.4,1.7,1.5,0.7,0.2,1.3,1
505,Danny Schayes,82,6.4,48.1,0.0,0.0,1.7,75.7,1.6,1.8,0.6,0.9,1.8,1
506,Rudy Macklin,79,6.1,43.4,0.0,0.0,1.7,77.5,1.4,0.6,0.5,0.3,1.4,0
507,Sam Williams,59,4.7,55.6,0.0,,0.8,55.1,1.5,0.6,0.8,1.3,1.1,0
508,Kurt Rambis,64,3.6,51.8,0.0,0.0,0.9,50.4,1.8,0.9,0.9,1.2,1.2,1
509,Kurt Nimphius,63,4.7,46.1,0.0,,1.0,58.3,1.5,1.0,0.3,1.3,0.9,1
510,Pete Verhoeven,71,4.2,50.3,0.0,,0.7,70.8,1.5,0.7,0.6,0.3,0.8,1
511,Darnell Valentine,82,5.5,41.3,0.0,0.0,1.9,76.0,0.6,3.3,1.1,0.0,1.6,1
512,Jim Brogan,63,5.8,45.3,0.1,28.1,1.0,72.6,1.0,2.5,0.8,0.2,1.3,0
513,John Douglas,64,6.1,46.5,0.3,30.5,1.0,65.7,0.4,2.3,0.8,0.1,1.4,0
514,Kevin Loder,71,6.3,46.4,0.0,0.0,1.1,72.0,1.0,1.2,0.5,0.4,1.0,0
515,Orlando Woolridge,75,5.3,51.3,0.0,0.0,1.9,69.9,1.1,1.1,0.3,0.3,1.4,1
516,Alton Lister,80,3.6,51.9,0.0,0.0,0.8,52.0,1.4,1.1,0.2,1.5,1.6,1
517,Larry Nance,80,5.5,52.1,0.0,0.0,0.9,64.1,1.2,1.0,0.5,0.9,1.3,1
518,Danny Vranes,77,3.4,54.6,0.0,0.0,1.2,60.1,0.9,0.7,0.4,0.3,0.9,1
519,Ed Rains,49,3.6,43.5,0.0,0.0,0.8,59.4,0.8,0.8,0.4,0.0,0.5,0
520,Peyton Siva,24,2.4,31.6,0.3,28.0,0.5,73.3,0.1,1.4,0.4,0.0,0.8,0
521,Jim Smith,72,2.3,50.9,0.0,,0.5,45.9,1.0,0.6,0.3,0.7,0.7,0
522,Jeff Lamp,54,3.6,51.0,0.0,0.0,0.9,82.0,0.4,0.5,0.3,0.0,0.8,1
523,Ray Blume,49,4.5,45.9,0.1,22.2,0.4,64.3,0.3,1.4,0.5,0.0,1.1,0
524,Garry Witts,46,1.8,58.3,0.0,50.0,0.7,82.5,0.6,0.8,0.4,0.1,0.8,0
525,Charlie Davis,54,3.4,47.8,0.0,0.0,0.6,81.1,1.0,0.6,0.2,0.2,0.8,0
526,Danny Ainge,53,4.2,35.7,0.1,29.4,1.1,86.2,0.5,1.6,0.7,0.1,1.0,1
527,Mike McGee,39,4.4,46.5,0.0,0.0,0.8,58.5,0.9,0.4,0.5,0.1,0.9,1
528,Mark Radford,43,2.3,54.0,0.0,66.7,0.8,50.7,0.3,1.3,0.4,0.1,1.0,0
529,Alex Bradley,39,2.6,52.4,0.0,0.0,0.7,60.4,0.8,0.3,0.3,0.1,0.7,0
530,Reggie Bullock,43,2.8,35.5,0.5,30.1,0.2,77.8,0.3,0.3,0.2,0.0,0.3,0
531,Howard Wood,42,2.9,45.8,0.0,0.0,0.8,65.4,0.5,0.2,0.2,0.1,0.4,0
532,Franklin Edwards,42,3.6,43.3,0.0,0.0,0.5,74.1,0.2,1.1,0.4,0.1,0.6,1
533,Bobby Cattage,49,2.8,44.4,0.0,0.0,0.6,73.2,0.4,0.1,0.1,0.0,0.4,0
534,Charles Bradley,51,2.4,45.1,0.0,0.0,0.8,67.7,0.2,0.4,0.3,0.1,0.7,0
535,Kevin McKenna,36,2.4,32.2,0.0,0.0,0.3,64.7,0.5,0.4,0.3,0.1,0.6,1
536,Joe Barry Carroll,82,15.3,49.1,0.0,0.0,3.8,71.6,3.3,1.4,0.6,1.5,3.0,1
537,Darrell Griffith,81,19.1,46.4,0.1,19.2,2.8,71.6,1.0,2.4,1.3,0.5,2.9,1
538,Larry Smith,82,7.2,51.2,0.0,0.0,2.2,58.8,5.3,1.1,0.8,0.8,1.8,1
539,Mike O'Koren,79,9.5,48.6,0.1,27.8,1.7,63.7,2.3,3.2,1.1,0.3,1.9,1
540,Kelvin Ransey,80,14.5,45.2,0.0,9.7,2.1,74.9,0.5,6.9,1.1,0.1,2.9,1
541,Malcolm Delaney,33,5.3,37.1,0.2,17.4,1.1,86.0,0.2,2.8,0.4,0.0,1.5,0
542,Otto Porter,37,2.5,36.3,0.1,19.0,0.2,66.7,0.6,0.3,0.2,0.0,0.4,0
543,Bill Laimbeer,81,8.3,50.3,0.0,0.0,1.4,76.5,3.3,2.7,0.7,1.0,1.6,1
544,Michael Brooks,82,12.4,47.9,0.0,0.0,2.8,70.6,2.6,2.5,1.2,0.4,2.0,1
545,Mike Gminski,56,12.3,42.3,0.0,0.0,2.8,76.7,2.4,1.3,1.0,1.8,2.3,1
546,Darwin Cook,81,10.1,46.8,0.1,24.0,1.6,73.3,1.2,3.7,1.7,0.4,2.2,1
547,Andrew Toney,75,10.7,49.5,0.1,31.0,2.1,71.2,0.4,3.6,0.8,0.1,2.9,1
548,Cedrick Hordges,68,7.1,46.0,0.0,0.0,1.9,69.9,1.8,1.5,0.5,0.3,1.8,0
549,Calvin Garrett,70,5.9,45.3,0.0,33.3,0.7,80.6,1.2,1.9,0.7,0.1,1.3,0
550,Don Collins,81,10.0,44.4,0.0,0.0,2.6,77.6,1.6,2.3,1.3,0.3,2.1,1
551,Louis Orr,82,8.6,49.1,0.0,0.0,2.0,80.7,2.1,1.6,0.7,0.3,1.5,1
552,Reggie Johnson,79,8.6,49.9,0.0,0.0,1.6,66.3,1.7,1.0,0.6,0.6,1.6,0
553,Larry Drew,76,6.4,40.7,0.1,23.5,1.4,79.7,0.3,3.3,1.2,0.1,2.2,1
554,Larry Drew,76,6.4,40.7,0.1,23.5,1.4,79.7,0.3,3.3,1.2,0.1,2.2,0
555,Kevin McHale*,82,8.1,53.3,0.0,0.0,1.3,67.9,1.9,0.7,0.3,1.8,1.3,1
556,Lowes Moore,71,6.7,44.4,0.1,14.8,1.0,75.0,0.6,3.2,0.9,0.2,1.5,0
557,Wayne Robinson,81,6.3,46.0,0.0,0.0,2.2,72.9,1.4,1.4,0.6,0.3,1.8,0
558,Johnny Moore,82,6.3,47.9,0.0,5.3,1.3,61.0,0.7,4.5,1.5,0.3,1.9,1
559,Jeff Wilkins,56,4.6,45.0,0.0,,0.5,67.5,1.1,0.7,0.6,0.8,1.1,1
560,Kyle Macy,82,6.5,51.1,0.1,23.5,1.3,89.9,0.5,2.0,0.9,0.1,1.2,1
561,Bill Hanzlik,74,3.9,47.8,0.0,20.0,1.6,79.3,0.9,1.5,0.8,0.3,1.1,1
562,Solomon Hill,28,1.4,42.5,0.3,30.4,0.2,85.7,0.3,0.4,0.2,0.1,0.5,0
563,Edgar Jones,60,6.0,52.9,0.0,0.0,2.4,67.0,1.5,0.7,0.6,1.4,1.7,1
564,Sam Worthen,64,3.0,49.5,0.0,0.0,0.7,75.0,0.3,1.8,0.9,0.1,1.4,0
565,James Johnson,68,3.5,54.2,0.0,0.0,1.5,59.4,1.6,0.6,0.1,1.1,1.0,1
566,James Johnson,65,3.2,45.2,0.2,32.6,0.8,72.9,0.5,0.7,0.3,0.7,0.9,1
567,Lorenzo Romar,53,4.0,41.2,0.0,33.3,0.8,68.3,0.2,2.6,0.5,0.1,1.0,1
568,Rick Mahorn,52,4.2,50.7,0.0,0.0,0.5,67.5,1.3,0.5,0.4,0.8,0.7,1
569,Rickey Brown,45,3.6,51.2,0.0,0.0,0.4,76.2,1.2,0.5,0.2,0.3,0.7,1
570,Butch Carter,54,4.6,46.2,0.1,30.0,1.3,73.7,0.6,1.0,0.4,0.0,0.9,1
571,Mike Woodson,81,4.6,44.2,0.0,20.0,0.6,76.6,0.4,0.9,0.4,0.1,0.7,1
572,John Duren,40,2.5,32.7,0.0,0.0,0.1,55.6,0.2,1.4,0.5,0.1,0.9,0
573,James Wilkes,48,3.8,46.2,0.0,0.0,0.6,69.0,0.8,0.6,0.5,0.3,0.7,0
574,Shabazz Muhammad,37,3.4,46.0,0.1,27.3,0.7,65.0,0.6,0.2,0.2,0.0,0.4,0
575,DeWayne Scales,44,5.1,41.8,0.0,16.7,0.6,66.7,1.1,0.2,0.3,0.1,0.7,0
576,Craig Shelton,55,4.0,45.7,0.0,0.0,0.6,60.3,1.1,0.5,0.3,0.1,1.1,0
577,Earl Cureton,52,3.9,45.4,0.0,0.0,0.6,51.6,1.0,0.5,0.4,0.4,0.6,1
578,Billy Reid,59,3.1,45.4,0.0,0.0,0.4,56.4,0.5,1.2,0.6,0.1,1.3,0
579,Jerry Sichting,47,2.0,35.8,0.0,0.0,0.5,78.1,0.2,1.5,0.5,0.0,0.6,1
580,Reggie Carter,60,3.0,33.0,0.0,0.0,0.9,73.9,0.5,1.3,0.4,0.0,0.6,0
581,Mike Harper,55,2.5,41.2,0.0,0.0,0.7,43.5,0.5,0.3,0.4,0.4,0.6,0
582,Mike Niles,44,3.1,34.8,0.0,50.0,0.4,45.9,0.6,0.3,0.2,0.0,0.6,0
583,Toure' Murry,51,2.5,43.4,0.1,41.7,0.5,59.0,0.3,1.0,0.4,0.0,0.7,0
584,Dionte Christmas,31,2.0,35.5,0.3,29.0,0.6,75.0,0.4,0.3,0.1,0.1,0.2,0
585,Damian Lillard,82,15.7,42.9,2.3,36.8,3.3,84.4,0.5,6.5,0.9,0.2,3.0,1
586,Bradley Beal,56,12.3,41.0,1.6,38.6,2.2,78.6,0.8,2.4,0.9,0.5,1.6,1
587,Semaj Christon,33,4.0,31.8,0.2,16.7,0.3,52.9,0.4,2.5,0.4,0.1,0.7,0
588,Anthony Davis,64,10.6,51.6,0.0,0.0,2.6,75.1,2.6,1.0,1.2,1.8,1.4,1
589,Dion Waiters,61,13.4,41.2,1.0,31.0,2.6,74.6,0.4,3.0,1.0,0.3,2.0,1
590,Kyle Singler,82,7.8,42.8,0.9,35.0,1.2,80.6,1.3,0.9,0.7,0.5,1.2,1
591,Tyler Zeller,77,7.3,43.8,0.0,0.0,1.6,76.4,2.1,1.2,0.5,0.9,1.2,1
592,Maurice Harkless,76,7.4,46.1,0.4,27.4,1.0,57.0,1.6,0.7,1.2,0.8,0.9,1
593,Michael Kidd-Gilchrist,78,7.9,45.8,0.0,22.2,1.8,74.9,1.7,1.5,0.7,0.9,1.3,1
594,Harrison Barnes,81,7.8,43.9,0.6,35.9,1.8,75.8,0.7,1.2,0.6,0.2,1.3,1
595,Austin Rivers,61,6.4,37.2,0.5,32.6,1.0,54.6,0.3,2.1,0.4,0.1,1.2,1
596,Caris LeVert,12,4.4,35.8,0.8,32.3,0.7,66.7,0.3,1.3,0.9,0.2,0.6,0
597,Andre Drummond,60,5.7,60.8,0.0,50.0,1.0,37.1,2.8,0.5,1.0,1.6,0.9,1
598,Jared Sullinger,45,5.0,49.3,0.0,20.0,1.0,74.6,2.0,0.8,0.5,0.5,0.6,0
599,Meyers Leonard,69,4.0,54.5,0.0,42.9,1.0,80.9,1.2,0.5,0.2,0.6,0.7,1
600,Patrick Beverley,41,4.6,41.8,0.9,37.5,0.8,82.9,1.1,2.9,0.9,0.5,1.1,1
601,Jae Crowder,78,4.7,38.4,0.8,32.8,0.6,64.4,0.4,1.2,0.8,0.2,0.6,1
602,Brian Roberts,78,6.6,41.7,0.8,38.6,0.9,90.9,0.2,2.8,0.5,0.0,0.9,1
603,Terrence Ross,73,6.3,40.7,0.9,33.2,0.4,71.4,0.5,0.7,0.6,0.2,0.7,1
604,Chris Copeland,56,6.8,47.9,1.1,42.1,1.1,75.9,0.6,0.5,0.3,0.2,0.9,0
605,Thomas Robinson,70,4.6,43.0,0.0,0.0,0.8,52.3,1.7,0.7,0.6,0.4,1.3,1
606,John Jenkins,61,4.8,44.6,0.9,38.4,1.0,84.3,0.3,0.9,0.2,0.2,0.7,1
607,Kendall Marshall,48,3.1,37.1,0.5,31.5,0.2,57.1,0.1,3.0,0.5,0.1,1.2,0
608,Draymond Green,79,3.3,32.7,0.2,20.9,0.6,81.8,0.7,0.7,0.5,0.3,0.7,1
609,Darius Miller,52,2.1,40.7,0.4,39.3,0.2,100.0,0.2,0.8,0.3,0.2,0.4,0
610,John Henson,63,5.3,48.2,0.0,0.0,0.9,53.3,1.8,0.5,0.3,0.7,0.8,1
611,Sheldon McClellan,11,3.7,41.5,0.3,20.0,1.5,88.9,0.2,0.8,0.5,0.1,0.2,0
612,DeQuan Jones,63,3.5,43.6,0.1,25.7,0.5,66.7,0.3,0.3,0.3,0.3,0.5,0
613,Doron Lamb,47,3.5,36.8,0.3,37.8,0.4,58.8,0.2,0.7,0.3,0.0,0.6,0
614,Will Barton,73,4.2,38.2,0.1,13.8,0.7,76.9,0.5,0.8,0.5,0.1,0.8,1
615,Orlando Johnson,51,3.5,40.0,0.7,38.3,0.5,71.9,0.4,0.9,0.2,0.2,0.6,0
616,Arnett Moultrie,47,2.9,58.2,0.0,0.0,0.4,64.3,1.6,0.2,0.4,0.2,0.4,0
617,Kyle O'Quinn,57,3.5,51.3,0.0,0.0,0.5,66.7,1.1,0.9,0.2,0.5,0.7,1
618,Bernard James,46,2.2,51.5,0.0,0.0,0.5,61.0,1.1,0.1,0.3,0.8,0.4,0
619,Kim English,41,2.7,37.5,0.3,28.0,0.5,72.4,0.2,0.6,0.4,0.1,0.5,0
620,Rodney McGruder,30,5.3,40.0,0.8,32.5,0.7,72.4,1.5,1.5,0.7,0.3,0.7,0
621,Mike Scott,40,3.7,47.6,0.0,0.0,1.1,76.8,1.0,0.3,0.1,0.1,0.5,1
622,Marquis Teague,48,2.4,38.1,0.1,17.4,0.2,56.3,0.1,1.3,0.2,0.1,0.7,0
623,Tony Wroten,35,2.5,38.4,0.1,25.0,0.6,72.4,0.4,1.2,0.2,0.1,0.8,0
624,Maalik Wayns,27,3.3,29.5,0.3,22.6,0.6,89.5,0.0,1.0,0.2,0.0,0.6,0
625,Jeremy Lamb,23,3.0,35.3,0.4,30.0,0.6,100.0,0.2,0.2,0.1,0.1,0.3,1
626,Brandon Knight,66,11.7,41.5,1.6,38.0,1.6,75.9,0.5,3.8,0.7,0.1,2.6,1
627,MarShon Brooks,56,11.4,42.8,0.8,31.3,2.0,76.4,1.3,2.3,0.9,0.3,2.1,0
628,Iman Shumpert,59,9.1,40.1,0.8,30.6,1.5,79.8,0.7,2.8,1.7,0.1,1.9,1
629,Chandler Parsons,63,8.7,45.2,1.0,33.7,0.7,55.1,1.4,2.1,1.2,0.5,1.3,1
630,Kemba Walker,66,11.6,36.6,1.0,30.5,2.5,78.9,0.5,4.4,0.9,0.3,1.8,1
631,Isaiah Thomas,65,8.8,44.8,1.3,37.9,2.4,83.2,0.7,4.1,0.8,0.1,1.6,1
632,Klay Thompson,66,10.9,44.3,1.7,41.4,1.2,86.8,0.4,2.0,0.7,0.3,1.6,1
633,Kawhi Leonard,64,6.3,49.3,0.6,37.6,1.1,77.3,1.6,1.1,1.3,0.4,0.7,1
634,Wade Baldwin,22,3.8,31.3,0.1,11.1,1.0,82.1,0.3,2.1,0.6,0.3,1.3,0
635,Kenneth Faried,46,6.7,58.6,0.0,0.0,2.4,66.5,3.1,0.8,0.7,1.0,1.2,1
636,Chris Singleton,66,4.7,37.2,0.7,34.6,0.5,68.2,0.7,0.7,1.1,0.5,0.6,0
637,Derrick Williams,66,7.5,41.2,0.6,26.8,2.1,69.7,1.2,0.6,0.5,0.5,1.2,1
638,Donald Sloan,33,6.0,39.9,0.1,8.0,0.7,76.7,0.5,3.2,0.4,0.1,1.5,1
639,Markieff Morris,63,6.9,39.9,0.7,34.7,1.2,71.7,1.1,1.0,0.7,0.7,1.1,1
640,Norris Cole,65,6.9,39.3,0.3,27.6,1.0,77.6,0.3,2.0,0.7,0.0,1.6,1
641,Jimmer Fredette,61,7.3,38.6,1.3,36.1,0.7,83.3,0.3,1.8,0.5,0.1,1.1,1
642,Charles Jenkins,51,5.7,44.7,0.1,15.0,0.7,87.2,0.2,3.3,0.7,0.1,1.2,0
643,Jaylen Brown,34,4.4,44.6,0.4,31.6,0.7,63.2,0.6,0.6,0.3,0.3,0.6,0
644,Ivan Johnson,56,4.9,51.3,0.0,33.3,1.3,72.0,1.2,0.6,0.8,0.3,1.2,0
645,Alec Burks,59,6.1,42.9,0.3,33.3,1.8,72.7,1.0,0.9,0.5,0.1,0.9,1
646,Lavoy Allen,41,4.1,47.3,0.0,0.0,0.3,78.6,1.1,0.8,0.3,0.4,0.5,1
647,Lance Thomas,42,3.0,45.2,0.0,0.0,1.2,83.9,1.2,0.3,0.2,0.2,0.6,1
648,Jordan Williams,43,3.5,50.7,0.0,0.0,1.0,65.2,1.5,0.3,0.5,0.3,0.5,0
649,Josh Harrellson,37,4.0,42.3,0.5,33.9,0.4,61.5,1.3,0.3,0.6,0.5,0.5,0
650,Greg Stiemsma,55,2.2,54.5,0.0,0.0,0.5,70.7,0.9,0.5,0.7,1.6,0.6,0
651,Jeremy Tyler,42,5.0,42.1,0.0,0.0,0.7,55.8,1.3,0.4,0.4,0.5,0.9,0
652,Malcolm Lee,19,3.1,39.0,0.1,20.0,0.7,82.4,0.5,1.6,0.4,0.2,0.9,0
653,Nolan Smith,44,4.1,37.2,0.3,28.9,0.5,71.4,0.4,1.4,0.4,0.1,0.9,0
654,Shelvin Mack,64,3.4,40.0,0.2,28.6,0.7,71.2,0.2,2.0,0.4,0.0,0.8,1
655,Jon Leuer,46,4.2,50.8,0.1,33.3,0.5,75.0,1.0,0.5,0.3,0.4,0.4,1
656,Tobias Harris,42,4.0,46.7,0.1,26.1,1.0,81.5,0.7,0.5,0.3,0.2,0.7,1
657,Cory Higgins,38,4.2,32.5,0.1,20.0,1.1,70.0,0.2,0.9,0.1,0.2,1.0,0
658,Andrew Goudelock,40,4.4,39.1,0.7,37.3,0.3,91.7,0.1,0.5,0.1,0.0,0.5,0
659,Jordan Hamilton,26,4.3,43.2,0.7,36.2,0.1,40.0,0.4,0.8,0.1,0.1,0.6,1
660,Mickell Gladness,26,2.3,42.4,0.0,0.0,0.2,50.0,0.5,0.2,0.1,0.8,0.3,0
661,Patrick McCaw,26,2.8,38.9,0.6,37.5,0.1,50.0,0.3,1.0,0.4,0.3,0.6,0
662,Jeremy Pargo,44,3.4,33.3,0.2,26.3,0.4,59.3,0.3,1.3,0.3,0.0,1.1,0
663,E'Twaun Moore,38,3.0,38.1,0.4,37.8,0.2,100.0,0.1,0.9,0.3,0.1,0.6,1
664,Jimmy Butler,42,1.9,40.5,0.0,18.2,1.0,76.8,0.5,0.3,0.3,0.1,0.3,1
665,JaJuan Johnson,36,3.4,44.6,0.0,0.0,0.2,66.7,0.6,0.2,0.1,0.4,0.4,0
666,Blake Griffin,82,16.8,50.6,0.1,29.2,5.4,64.2,3.3,3.8,0.8,0.6,2.7,1
667,John Wall,69,14.1,40.9,0.5,29.6,4.4,76.6,0.5,8.3,1.8,0.5,3.8,1
668,Landry Fields,82,7.3,49.7,1.0,39.3,1.4,76.9,1.3,1.9,1.0,0.2,1.3,1
669,DeMarcus Cousins,81,12.4,43.0,0.0,16.7,3.4,68.7,2.7,2.5,1.1,0.8,3.3,1
670,Greg Monroe,80,6.9,55.1,0.0,0.0,1.8,62.2,3.1,1.3,1.2,0.6,1.0,1
671,Wesley Johnson,79,8.6,39.7,1.3,35.6,0.8,69.6,0.6,1.9,0.7,0.7,1.2,1
672,Ed Davis,65,5.7,57.6,0.0,0.0,1.1,55.5,2.6,0.6,0.6,1.0,0.7,1
673,Jordan Crawford,42,11.9,38.4,0.8,25.8,1.7,86.9,0.7,2.8,0.9,0.1,2.0,0
674,Evan Turner,78,6.8,42.5,0.2,31.8,1.3,80.8,0.5,2.0,0.6,0.2,1.0,1
675,Eric Bledsoe,81,6.0,42.4,0.4,27.6,1.2,74.4,0.8,3.6,1.1,0.3,2.4,1
676,Gary Neal,80,7.9,45.1,1.6,41.9,1.1,80.8,0.3,1.2,0.3,0.1,1.0,1
677,Paul George,61,6.5,45.3,0.7,29.7,1.3,76.2,0.6,1.1,1.0,0.4,1.1,1
678,Derrick Favors,78,5.3,51.7,0.0,0.0,1.3,59.5,2.2,0.5,0.4,0.9,1.0,1
679,Kay Felder,15,4.1,43.5,0.3,44.4,1.5,76.7,0.1,1.9,0.4,0.2,0.7,0
680,Al-Farouq Aminu,81,5.0,39.4,0.6,31.5,1.1,77.3,0.9,0.7,0.7,0.3,1.3,1
681,Ekpe Udoh,58,3.8,43.7,0.0,0.0,0.7,65.6,1.4,0.7,0.4,1.5,0.8,1
682,Manny Harris,54,5.4,37.4,0.6,37.0,1.3,76.3,0.7,1.6,0.6,0.1,1.2,0
683,Gordon Hayward,72,4.1,48.5,0.5,47.3,1.0,71.1,0.6,1.1,0.4,0.3,1.0,1
684,Patrick Patterson,52,5.1,55.8,0.0,0.0,0.6,71.4,1.7,0.8,0.3,0.7,0.6,1
685,Trevor Booker,65,3.9,54.9,0.0,0.0,1.0,67.3,1.5,0.5,0.5,0.7,0.6,1
686,Larry Sanders,60,4.5,43.3,0.0,0.0,0.5,56.0,1.0,0.3,0.4,1.2,0.6,1
687,Luke Harangody,49,4.2,38.3,0.3,24.2,0.4,73.1,0.8,0.6,0.3,0.3,0.3,0
688,Quincy Pondexter,66,2.7,40.6,0.3,36.0,0.4,70.6,0.3,0.4,0.3,0.1,0.2,1
689,Ben Uzoh,42,3.4,42.4,0.1,37.5,0.8,58.9,0.7,1.6,0.3,0.2,0.6,0
690,Ish Smith,43,2.7,37.4,0.1,30.0,0.3,57.1,0.2,1.8,0.4,0.1,0.8,1
691,Lazar Hayward,42,3.7,35.7,0.4,28.3,0.8,78.6,0.5,0.7,0.3,0.2,0.5,0
692,Jeremy Evans,49,2.3,66.1,0.0,0.0,0.5,70.3,0.7,0.5,0.3,0.3,0.4,1
693,Cole Aldrich,18,0.8,53.3,0.0,0.0,0.1,50.0,0.7,0.2,0.3,0.4,0.4,1
694,Armon Johnson,38,2.7,45.5,0.1,41.7,0.3,59.1,0.3,1.2,0.1,0.0,1.0,0
695,Mustafa Shakur,22,2.7,35.6,0.0,10.0,0.4,53.3,0.3,1.1,0.2,0.1,0.8,0
696,Derrick Caracter,41,1.6,48.5,0.0,0.0,0.4,73.9,0.5,0.2,0.1,0.2,0.5,0
697,Tyreke Evans,72,16.2,45.8,0.5,25.5,4.8,74.8,0.9,5.8,1.5,0.4,3.0,1
698,Stephen Curry,80,14.3,46.2,2.1,43.7,2.2,88.5,0.6,5.9,1.9,0.2,3.0,1
699,Brandon Jennings,82,14.8,37.1,1.8,37.4,2.7,81.7,0.6,5.7,1.3,0.2,2.4,1
700,Denzel Valentine,22,3.0,27.7,0.5,26.2,0.3,87.5,0.0,0.5,0.3,0.1,0.4,0
701,Jonny Flynn,81,11.8,41.7,1.0,35.8,2.8,82.6,0.3,4.4,1.0,0.0,2.9,0
702,Darren Collison,76,10.4,47.7,0.6,40.0,1.9,85.1,0.5,5.7,1.0,0.1,2.7,1
703,Taj Gibson,82,7.7,49.4,0.0,0.0,1.4,64.6,2.8,0.9,0.6,1.3,1.4,1
704,Marcus Thornton,73,12.1,45.1,1.6,37.4,2.0,81.4,1.0,1.6,0.8,0.1,1.0,1
705,Wesley Matthews,82,6.9,48.3,0.8,38.2,2.0,82.9,0.6,1.5,0.8,0.2,1.1,1
706,Jrue Holiday,73,7.1,44.2,0.8,39.0,0.9,75.6,0.8,3.8,1.1,0.3,2.1,1
707,James Harden,76,7.6,40.3,1.2,37.5,2.6,80.8,0.6,1.8,1.1,0.3,1.4,1
708,Terrence Williams,78,8.3,40.1,0.4,31.0,1.3,71.5,0.6,2.9,0.6,0.1,1.6,0
709,Taurean Waller-Prince,20,3.1,39.3,0.4,29.2,0.6,85.7,0.2,0.7,0.3,0.3,0.7,0
710,DeMar DeRozan,77,6.6,49.8,0.1,25.0,1.9,76.3,0.9,0.7,0.6,0.2,0.8,1
711,Ty Lawson,65,6.0,51.5,0.5,41.0,1.6,75.7,0.6,3.1,0.7,0.0,1.3,1
712,Chase Budinger,74,7.6,44.1,1.2,36.9,0.9,77.0,0.5,1.2,0.5,0.1,0.7,1
713,Toney Douglas,56,7.0,45.8,1.2,38.9,1.0,80.9,0.7,2.0,0.8,0.1,1.0,1
714,DeJuan Blair,82,6.0,55.6,0.0,0.0,1.1,54.7,2.4,0.8,0.6,0.5,1.4,1
715,Wayne Ellington,76,5.9,42.4,0.8,39.5,0.8,87.1,0.4,1.0,0.3,0.1,1.0,1
716,Sam Young,80,6.2,45.1,0.1,19.6,1.7,77.7,1.0,0.7,0.4,0.3,1.2,0
